comment,date,sentiment,Positivo,Negativo,Neutro
very GRACEFUL,2016-11-10T00:52:07Z,1,1,0,0
I'm trying really hard to see a black person among those people....but I'm failing miserably. Is that a KKK meeting?,2016-11-10T00:51:53Z,-1,0,1,0
Bernie Sanders gave Democrats a chance to reinvent themselves while addressing the anger he knew existed. The Establishment that included mainstream media never saw it coming although millions of us did. History will show that Bernie and his Revolution was robbed by the political elite. It was obvious that (unlike Bernie) Revolutionaries crossed the floor so as to support a GODZILLA that (in the words of Michael Moore) would destroy it all. But like Brexit -How will they feel the day after? This was truly Russian roulette with one in the chamber and the wound is self inflicted. The real disaster is man made Climate Change - Will it wait out a Trump Presidency or will this go down as the tipping point of no return?,2016-11-10T00:51:48Z,0,0,0,1
Pls can i get 100 subscribers?,2016-11-10T00:51:06Z,0,0,0,1
Time to move to canada,2016-11-10T00:50:59Z,-1,0,1,0
let's all hope for the best... #goodluckpresidentTrump,2016-11-10T00:50:59Z,1,1,0,0
USA USA USA USA USA :D I'm so glad trump won :)))),2016-11-10T00:50:50Z,0,0,0,1
Best part his son at 20:24,2016-11-10T00:50:46Z,1,1,0,0
Corporations have truly taken over America.,2016-11-10T00:50:23Z,-1,0,1,0
It's a wonder anyone voted not coz they like him because they really has no choice you be best off having an alien as president rather than this 2 faced fucking dumbass,2016-11-10T00:50:22Z,-1,0,1,0
"God Bless President Elect Trump lets make it 8 years. Put us to work again, it's been 8 lousy years for way to many. For Gods sake get rid of that weird Obamacare 
, it became one big lie for me and my family and millions of Families nation wide.",2016-11-10T00:50:17Z,1,1,0,0
"at 9:12, Trump Jr. starts to really loose it.",2016-11-10T00:50:15Z,-1,0,1,0
"Congrats Donald, you deserved to be president",2016-11-10T00:50:11Z,1,1,0,0
"Why does this feel like a wrestling match at The beginning, and The weird song at 21:33?",2016-11-10T00:49:32Z,-1,0,1,0
go trump u da best,2016-11-10T00:49:17Z,1,1,0,0
his kid probably gonna get his ass beat lmao.,2016-11-10T00:49:05Z,1,1,0,0
Ugh😔,2016-11-10T00:48:52Z,0,0,0,1
"nomatter what anyone's says he is the man now, like it or not",2016-11-10T00:48:07Z,0,0,0,1
What a cock this man is thank fuck I'm British so I don't have to put up with all this bollocks this guy if you can call him a guy is a complete waist of space,2016-11-10T00:48:05Z,0,0,0,1
"anyway he's the president now, i guess we just need to become together again as a nation. No more drama ok?",2016-11-10T00:47:59Z,1,1,0,0
"High hopes, and low expectations.",2016-11-10T00:47:51Z,0,0,0,1
America is doomed.,2016-11-10T00:47:35Z,-1,0,1,0
I wasn't rooting for Hilliary or Trump. I never saw eye to eye with there beliefs. I hope Trump can do good for America.,2016-11-10T00:47:30Z,1,1,0,0
How can people say this is an egomaniac!? What a humble speech,2016-11-10T00:47:25Z,-1,0,1,0
"""Its time to come together as united people"" yea as long as you're a middle class or rich white straight male. -_-",2016-11-10T00:46:57Z,1,1,0,0
"That's clever how their outfits were done. Donald with red, his son and wife with white, and his daughter in blue. Red white and blue.",2016-11-10T00:46:53Z,1,1,0,0
Can someone tell me what time the speech happened? Sorry if it's said in the video,2016-11-10T00:46:50Z,-1,0,1,0
Make women obedient again!,2016-11-10T00:46:36Z,1,1,0,0
I'm crying of joy when the music started,2016-11-10T00:46:31Z,-1,0,1,0
This is crazy,2016-11-10T00:46:30Z,1,1,0,0
"Shame on all Americans who voted for someone who chooses between human race...I guess he wont be visiting other countries Prick...Everyone who has elected him to be the president should just stay in America, don't visit other countries. Whole world is shocked, are Americans that stupid...He might bring changes but no one should be choosing between a race..he is so disgusting....Goodluck to Americans...",2016-11-10T00:46:06Z,-1,0,1,0
"Regardless our differences, we are looking forward to what Trump has to offer. Cheers from your friendly northern neighbour Canada.",2016-11-10T00:45:54Z,1,1,0,0
"His son needs to get some sleep, he looks so tired and uncomfortable on that stage",2016-11-10T00:45:10Z,-1,0,1,0
its funny how pretty much all of them are white,2016-11-10T00:45:07Z,1,1,0,0
His son keeps on rolling his eyes at him >:(,2016-11-10T00:45:03Z,1,1,0,0
do i really see a boy with trump's haircut?,2016-11-10T00:45:02Z,1,1,0,0
"LE 18-25 A ÉTÉ AVEC TOI JUSQU'AU BOUT TRUMP
THEY COULD NOT STUMP THE TRUMP !",2016-11-10T00:44:55Z,1,1,0,0
"9/11 nvr FORGET
11/9 forever regret",2016-11-10T00:44:54Z,-1,0,1,0
THAT KID IS FUCKEN SO EMBARRASED TO HAVE THAT ORANGE,2016-11-10T00:44:27Z,-1,0,1,0
KING IN THE NORTH,2016-11-10T00:44:16Z,1,1,0,0
"Its funny how people will still laugh at the ""ILLUMINATI"" and dismiss it as a mere conspiracy when fucking DONALD TRUMP, yes, DONALD TRUMP is president of the United States...",2016-11-10T00:43:58Z,1,1,0,0
So many dislikes. Stop acting like you wouldn't be abusing the hell out of Trump's followers if Hillary won.,2016-11-10T00:43:55Z,-1,0,1,0
Awesome Trump and Family. God bless and protect you! .make America's jobs great again....please .single mom 9 children  timeshares .construction clean. housecleaning..rentals .all my daughter's worked with me and my Sons ! ... + landscaping TOO!. I prayed so hard for you and our survival ..thank you GOD !,2016-11-10T00:43:51Z,1,1,0,0
NOOOOOOOOOOOOO DO YOU PEOPLE REALIZE WHAT THIS MEANS IT MEANS DONALD TRUMP IS NOW THE PRESIDENT OF THE WORLD WHHHHHYYYYYYYYYYYYYYYYYYYYY,2016-11-10T00:43:45Z,-1,0,1,0
"Some of these comments are ridiculous, you have no idea how many of them on this and other videos that I have had to report for mentioning assassination. And for those of you asking what is wrong with the kid or saying something stupid like ""even his son doesn't like him"", use your brain. He is young, it's 4 am, and he is in front of a world-wide audience. You would be tired and nervous too. And anyone stupid enough to threaten the President-Elect will be reported so hope the most that happens is that your comment is deleted.",2016-11-10T00:43:26Z,-1,0,1,0
"First order, have himself ceremoniously crowned in front of the White House with a MAGA hat, then build an iron throne out of melted lawn mowers and weed whackers.",2016-11-10T00:43:04Z,0,0,0,1
"America has problems, yes. We have work to do, yes. We need reform and change.
But don't mistake it. We were always great.",2016-11-10T00:42:59Z,1,1,0,0
"""You can't always get what you want"" I respect the choice",2016-11-10T00:42:23Z,-1,0,1,0
im just going to watch Obamas victory speech in 2008 so i dont cringe at this.,2016-11-10T00:41:45Z,-1,0,1,0
The saltiness and drama queens from social media (especially Twitter) has given me satisfaction that no word could convey.,2016-11-10T00:41:35Z,1,1,0,0
What's Wrong With Melania's Kid He Looks So Depressed And Like He Doesn't Want To Be There He Is Totally Bored With All This,2016-11-10T00:41:08Z,-1,0,1,0
if dat kid is his son i feel bad,2016-11-10T00:41:08Z,-1,0,1,0
Fuck you corn headed,2016-11-10T00:40:47Z,-1,0,1,0
up yours ABC!!!!!,2016-11-10T00:40:19Z,0,0,0,1
Mike Pence is a great man,2016-11-10T00:39:39Z,1,1,0,0
The fanfare music just makes me cry. Congrats Donald.,2016-11-10T00:39:28Z,-1,0,1,0
"3:33 he comes into the spotlight, the true occultist",2016-11-10T00:39:15Z,1,1,0,0
clapping for himself. shame.,2016-11-10T00:38:03Z,-1,0,1,0
He made it .,2016-11-10T00:37:29Z,1,1,0,0
Wtf even are these music choices,2016-11-10T00:37:17Z,-1,0,1,0
"The young boy standing next to Trump looks bored as hell. To be honest the whole Trump family don't look too happy. Fake smiles, fake lives",2016-11-10T00:36:58Z,1,1,0,0
What the fuck was his son doing at 9:15 😂😂😂,2016-11-10T00:36:43Z,0,0,0,1
Screw trump,2016-11-10T00:36:26Z,-1,0,1,0
did he stole the words from Obama?,2016-11-10T00:36:24Z,-1,0,1,0
"Europeans be like

Dear America we're better than you and we hate you now k bye",2016-11-10T00:35:58Z,-1,0,1,0
I'm moving to Canada who got an extra plane ticket,2016-11-10T00:35:51Z,-1,0,1,0
"His wife should be by his side , she's not in the picture",2016-11-10T00:35:24Z,1,1,0,0
"Talks about making America ""great again"" .... doesn't even hold to the constitution itself.",2016-11-10T00:35:23Z,1,1,0,0
"FUCK TRUMP,BITCH ASS  NIGGA",2016-11-10T00:35:06Z,-1,0,1,0
"all im saying is...



WERE DOOMED!!!",2016-11-10T00:35:03Z,-1,0,1,0
His poor son looks as if he is about to faint.,2016-11-10T00:35:00Z,-1,0,1,0
I would hate to have to stand there for 30 minutes I feel the kids pain,2016-11-10T00:34:46Z,-1,0,1,0
wow!!i I am proud to be an AMERICAN! GOD BLESS.,2016-11-10T00:34:42Z,1,1,0,0
"9/11 Never Forget
11/9 Forever Regret",2016-11-10T00:34:07Z,-1,0,1,0
What song plays on his entrance??,2016-11-10T00:34:05Z,1,1,0,0
Well its time to move to Canada 🇨🇦,2016-11-10T00:33:43Z,-1,0,1,0
"hi america, you thought the rest of the world hated you before ? Wait and see...",2016-11-10T00:33:40Z,-1,0,1,0
So sad.,2016-11-10T00:33:27Z,-1,0,1,0
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2016-11-10T00:33:03Z,0,0,0,1
NO DONALD TRUMP DOSENT DESERVE THIS !!!!!!!!!😭😭😭😭😭,2016-11-10T00:32:54Z,-1,0,1,0
"Make America great again!  pia..pia...pia,, it hurts..said Obama",2016-11-10T00:32:38Z,-1,0,1,0
"Who wanna bet if that guy goes back to school,he will get beat up lol",2016-11-10T00:32:29Z,-1,0,1,0
YAYAYAYYAYA TRUMP!!!!!!!! YOU WONNNNN WOOONnnn,2016-11-10T00:32:26Z,1,1,0,0
"Election is over, daddy won. Now the question is when will the liberals stop having a tantrum like children and become a nation again.",2016-11-10T00:32:18Z,1,1,0,0
great song choice at the end.,2016-11-10T00:32:13Z,1,1,0,0
Who and how the fuck likes trump,2016-11-10T00:31:44Z,-1,0,1,0
Fuck.,2016-11-10T00:31:20Z,-1,0,1,0
Trump is the BOSS and his family is beautiful.,2016-11-10T00:30:47Z,1,1,0,0
No word was spoken about the wall he supposed to build at the Mexican border.,2016-11-10T00:30:29Z,-1,0,1,0
why are white man holding blacks for trump and women from trump signs.... like why ...,2016-11-10T00:30:29Z,1,1,0,0
nice!,2016-11-10T00:30:14Z,1,1,0,0
What just happened,2016-11-10T00:30:13Z,-1,0,1,0
"He is not my president. I will never look at him with the respect and awe that a president deserves. I hate him, I do. But like Michelle Obama said, when they go low, we go high. So I won't stop fighting.",2016-11-10T00:30:06Z,-1,0,1,0
God Bless Donald Trump!  God Bless America! 🇺🇸,2016-11-10T00:29:54Z,1,1,0,0
At least he gave the worthy person the credit she deserves.,2016-11-10T00:29:33Z,1,1,0,0
This is disgusting.,2016-11-10T00:29:27Z,-1,0,1,0
My God what an entrance..what an absolute hero.,2016-11-10T00:28:54Z,1,1,0,0
Fuck you trump you old piece of shit,2016-11-10T00:28:49Z,-1,0,1,0
America: Never ceases to surprise me with their stupidity.,2016-11-10T00:28:47Z,-1,0,1,0
Good luck America,2016-11-10T00:28:28Z,1,1,0,0
Fuck him i am mexicans,2016-11-10T00:28:06Z,-1,0,1,0
"I honestly hate Trump a whole shitload, but after this video, I am honestly willing to give him a chance.

But I will not say that I will support Trump.",2016-11-10T00:27:55Z,-1,0,1,0
If Donald Trump got a brick for every time Hillary lied he could build 2 walls,2016-11-10T00:27:50Z,-1,0,1,0
"20:24 Looks like Jr over there on the right, rolling his eyes like that, knows something we don't... As if he heard his father practice that line so many times in front of the mirror to the point where it was interfering with his Battlefield 4 video game because of how annoying it was.",2016-11-10T00:27:40Z,-1,0,1,0
Donald trump is about to cry,2016-11-10T00:27:28Z,-1,0,1,0
Oh how the ending music is ironic,2016-11-10T00:26:56Z,-1,0,1,0
"Can't argue with that.. He's going to be the man for the job.. After Obama schools him about politics lol. Fair play USA, from the Independent UK",2016-11-10T00:26:30Z,-1,0,1,0
"""American people elected their new champion."" 



More people voted for Hillary
The Electoral Votes are just corrupt",2016-11-10T00:26:17Z,1,1,0,0
trump was memed all the way to president,2016-11-10T00:26:11Z,1,1,0,0
*Which Kardashian will he have an affair with first?*,2016-11-10T00:25:41Z,1,1,0,0
nope he is a bitch,2016-11-10T00:25:23Z,-1,0,1,0
